Medication,Time,Indication,Outcome,Product
Renvela,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Repaglinide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Repaglinide-Metformin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Requip,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Revia,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Revia,N/A,Drug Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Revlimid,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Revonto,N/A,Muscular Dystrophy,Within 1 yr-Graded Over 1 yr-Preferred,Transamerica Solutions
Rheumatrex,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Ribapak,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Ribasphere,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Ribavirin,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Rifaximin,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Riomet,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosed prior to age 18, then Graded ",Transamerica Solutions
Rituxan,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Rituximab,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Rivaroxaban,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Rocaltrol,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Roflumilast,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Ropinirole,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Rufinamide,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Rythmol,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Sabril,N/A,Seizures,Within 1 yr and > 12 seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Salagen,N/A,Heart Attack,Date of Heart Attack: Within 1 yr-Graded Within 2 yrs-Standard > 2 yrs-Preferred,Transamerica Solutions
Salagen,N/A,Stroke/CVA,Date of Stroke: Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 yrs-Preferred,Transamerica Solutions
Saxagliptin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Saxagliptin-Metformin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Sensipar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Sensipar,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Serevent,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, Chronic Bronchitis, Chronic Respiratory Disease ",Standard,Transamerica Solutions
Sevelamer,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Sinemet,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Sitagliptin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Sitagliptin-Metformin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Sitagliptin-Simvistatin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Slameterol,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Sorafenib,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Sotalol,N/A,Arrhythmia/Irregular HeartRhythm,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Sovaldi,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Spiriva,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Spironolactone,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Spironolactone,N/A,Congestive Heart Failure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Spironolactone-Hydrochlorothiazide,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Sprycel,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Stalevo,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Starlix,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Stavzor,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Stiolto,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Stivarga,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Streptozocin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Suboxone,N/A,Drug Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Sunitinib,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Supprelin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Sutent,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Symbicort,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma, Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Symlin,N/A,Insulin DependentDiabetes/Type 1,Within 2 yrs-Std Over 2 yrs-Preferred,Transamerica Solutions
Syprine,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Tacrolimus,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Tambocor,N/A,Arrhythmia/Irregular HeartRhythm,"Within 2 yrs-Standard, Over2 yrs-Preferred ",Transamerica Solutions
Tamoxifen,N/A,Cancer,Preferred if prophylacticuse only,Transamerica Solutions
Tarceva,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Targretin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Taxotere,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Taztia,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Taztia,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Tegretol,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and > 12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Telmisartan,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Temodar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Temozolomide,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Temsirolimus,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Tenormin,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Tenormin,N/A,Heart Attack,Date of Heart Attack: Within 1 yr-Graded Within 2 yrs-Standard > 2 yrs-Preferred,Transamerica Solutions
Tenormin,N/A,Congestive Heart Failure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Tenormin,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Testopel,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Testosterone Cypionate,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Testosterone Enanthate,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Testred,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Teveten,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Theo-24,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Theochron,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Theophylline,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Theracys,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Thiotepa,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Tiagabine,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Tiazac,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Tice BCG,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Tikosyn,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Tiotropium Bromide,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Tiotropium Bromide-Olodaterol HCL,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, Chronic Bronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Tizanidine,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Tolazamide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Tolbutamide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Topamax,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Topiragen,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Topiragen,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Topiramate,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Topiramate,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Topomax,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Toposar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Topotecan,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Toprol,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Toprol,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Torisel,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Torsemide,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Torsemide,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Torsemide,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Toujeo,N/A,Insulin DependentDiabetes/Type 1,"Within 2 yrs-Standard, Over2 yrs-Preferred ",Transamerica Solutions
Tresiba,N/A,Insulin DependentDiabetes/Type 1,"Within 2 yrs-Standard, Over2 yrs-Preferred ",Transamerica Solutions
Tradjenta,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Tranxene T-tab,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Tranxene T-tab,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Trastuzumab,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Trelstar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Trental,N/A,Circulatory/VascularDisorder,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Trexall,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Trihexyphenidyl,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Trileptal,N/A,Seizures,Within 1 yr and > 12 seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Triptorelin Pamoate,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Tudorza Pressair,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Tykerb,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Tysabri,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
URSO Forte,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Ursodiol,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Valium,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Valproate Sodium,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Valproic Acid,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Valrubicin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Valsartan,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Valsartan-Sacubitril,N/A,Congestive HeartFailure/CHF,"Within one yr-graded,Within 2 yrs-Standard, Over 2 yrs-Preferred if CHF resolved ",Transamerica Solutions
Vantas,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Varenicline,N/A,Smoking Cessation,Within 1 yr-Tobacco rates,Transamerica Solutions
Vasotec,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Ventolin,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Verapamil,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Verelan,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Victoza,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Victrelis,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Vigabatrin,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Vimpat,N/A,Seizures,Within 1 yr and > 12 seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Vinblastine,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Vincasar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Vincristine,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Vivitrol,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Vivitrol,N/A,Drug Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Votrient,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Warfarin,N/A,Heart Attack,Date of Heart Attack: Within 1 yr-Graded Within 2 yrs-Standard > 2 yrs-Preferred,Transamerica Solutions
Warfarin,N/A,Stroke/CVA,Date of Stroke: Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 yrs-Preferred,Transamerica Solutions
WelChol,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Xalkori,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Xarelto,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Xeloda,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Xgeva,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Xifaxan,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Zafirlukast,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma, Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Zanaflex,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Zanosar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Zarontin,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12 seizures respectively-Preferred,Transamerica Solutions
